96350,1,1,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96351,1,2,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96352,1,4,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96353,1,5,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96354,1,8,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96355,1,10,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96356,1,12,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96357,1,14,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96358,1,15,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96359,1,16,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96360,1,17,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96361,1,18,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96362,1,19,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96363,1,20,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96364,1,21,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96365,1,22,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96366,1,70,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96367,1,71,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96368,1,75,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96369,1,76,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96370,1,77,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96371,1,79,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:21:24
96372,2,1,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96373,2,2,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96374,2,4,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96375,2,5,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96376,2,8,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96377,2,10,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96378,2,12,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96379,2,14,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96380,2,15,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96381,2,16,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96382,2,17,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96383,2,18,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96384,2,19,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96385,2,20,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96386,2,21,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96387,2,22,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96388,2,70,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96389,2,71,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96390,2,75,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96391,2,76,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96392,2,77,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96393,2,79,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-21 00:00:00,2012-09-18 09:30:02
96395,3,1,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96396,3,2,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96397,3,4,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96398,3,5,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96399,3,8,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96400,3,10,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96401,3,12,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96402,3,14,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96403,3,15,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96404,3,16,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96405,3,17,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96406,3,18,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96407,3,19,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96408,3,20,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96409,3,21,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96410,3,22,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96411,3,70,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96412,3,71,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96413,3,75,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96414,3,76,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96415,3,77,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96416,3,79,2012-09-01 00:00:00,2012-09-01 00:00:00,2012-09-15 00:00:00,2012-09-13 14:50:02
96419,4,1,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96420,4,2,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96421,4,4,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96422,4,5,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96423,4,8,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96424,4,10,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96425,4,12,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96426,4,14,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96427,4,15,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96428,4,16,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96429,4,17,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96430,4,18,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96431,4,19,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96432,4,20,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96433,4,21,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96434,4,22,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96435,4,70,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96436,4,71,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96437,4,75,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96438,4,76,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96439,4,77,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
96440,4,79,2012-09-01 00:00:00,2012-09-01 00:00:00,2999-01-01 00:00:00,2012-08-30 13:22:41
98334,2,100,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98335,2,101,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98336,2,102,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98337,2,105,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98338,2,106,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98339,2,107,2012-09-08 00:00:00,2012-09-10 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98340,2,109,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98341,2,110,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98342,2,111,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98343,2,112,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98344,2,113,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98345,2,114,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98346,2,115,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98347,2,116,2012-09-08 00:00:00,2012-09-05 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98348,2,117,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
98349,2,120,2012-09-08 00:00:00,2012-09-01 00:00:00,2012-09-14 00:00:00,2012-09-11 11:00:02
