Zelczyna Szkoła,Zelczyna Sklep
Zelków Staw,Zelków II
Wańkowicza,Wiadukty
Łagiewniki,Rzemieślnicza
Ochojno Skrzyżowanie,Rzeszotary Górne
Krowoderskich Zuchów,Krowodrza Górka
Sanktuarium Bożego Miłosierdzia,Łagiewniki
Elektromontaż,Wiadukty
Goszyce Remiza,Goszyce
Jubilat,Konopnickiej
Leśna,Grzybów
Wlotowa,Prokocim
Lusina Dwór,Lusina I
Bolechowice,Karniowice I
Szymańskiego,Igołomska
Fredry,Turowicza
Popielidów,Kruszwicka
Granica Miasta,Bielany
Będkowice Kawiory,Będkowice Mosurowa
Wiślicka,Łęczycka
Księcia Józefa,Malczewskiego
Meissnera,Pszona
Masłomiąca I,Więcławice Stare
Geologów,Malinowskiego
Kobylany,Kobylany Remiza
Opatkowice CPN,Libertów Dolny
Grabówki,Soboniowice Granica Miasta
Węgrzce Wielkie II,Węgrzce Wielkie III
Cracovia Błonia,Instytut Reumatologii
Bronowice Małe,Zarzecze
Bunscha,Babińskiego
Os.Kościuszkowskie,Marii Dąbrowskiej
Skawina Samborek Most,Podgórki Skawińskie
Borkowska,Las Borkowski
Modlniczka Poligon,Skrzyżowanie do Podchruścia
Bora-Komorowskiego,Miechowity
Więckowice,Kobylany
Jeziorzany,Jeziorzany I
Droga do Kujaw,Suchy Jar
Glinnik,Benedyktowicza
Kościelniki,Błonia Kościelnickie
Rączna Dzikowiec,Rączna Podlas
Architektów,Leszka Białego
Zielony Dół,Kopalina
Rzeszotary Szkoła,Świątniki Skrzyżowanie
Brzezie Działki,Brzezie Narodowe
Wadów Działki,Węgrzynowicka
Wyciąska,Podstawie
Malczewskiego,Zielińskiego
Książniczki Las,Książniczki Centrum
Korzkiew II,Korzkiew I
Sieroszewskiego,Klasztor Cystersów
Na Budzyniu,Tonie
Michałowice Koźlica,Masłomiąca
Przylasek Rusiecki,Za Torami
Barycz,Krzemieniecka
Marchołta,Bohomolca
Darwina,Wzgórza Krzesławickie
Stradom,Starowiślna
Kasztanowa,Park Decjusza
Kopiec Wandy,Fort Mogiła
Zajezdnia Wola Duchacka,Wola Duchacka
Most Grunwaldzki,Stradom
Chorowice,Kopce
Wyciąże,Wyciąże I
Wola Radziszowska Chorzyny,Wola Radziszowska
Węgrzynowicka,Węgrzynowice Dół
Piasta Kołodzieja,Kleeberga
Kobylany I,Brzezinka Zarzecze
Rudawa Młyn,Rudawa
Pielgrzymowice II,Pielgrzymowice I
Łobzów PKP,Radzikowskiego
Michałowice I,Michałowice Ośrodek Zdrowia
Skawina Centrum Wodne,Skawina Radziszowska
Zbydniowice,Wrząsowice I
Orkana,Os.Willowe
Smardzowice IV,Smardzowice
Podwierzbie,Wrobela
Wyciąże Sklep,Wyciąże
Kenara,Landaua
Wola Batorska Żwirownia,Wola Batorska Ruskie
Łobzów PKP,Łokietka
Lindego,UR Balicka
Brzezie Kulka,Brzezie Narodowe
Ojcowska Wągroda,Ojcowska
Grabie Polanka,Krzęcin Sklep
Michałki,Michałowice Kwiaty Polne
Aleja Róż,Os.Zgody
Zelków I,Zelków
Ks. Targosza,Przewóz
Cechowa,Piaski Wielkie
Brzezinka,Brzezinka Zarzecze
Most Grunwaldzki,Szwedzka
Przybysławice I,Brzozówka Sklep
Włosań Kopań,Konary Włosań
Kraków Plaza,Lema
Rondo Barei,Olsza II
Os.Złotego Wieku,Miśnieńska
Wróblowice Cmentarz,Wróblowice Dom Kultury
Stare Wiślisko,Klasztor Cystersów
Skawina Tyniecka Osiedle,Skawina Tyniecka
Owczary Gajowa,Owczary Górna
Wołowice Niwa,Wołowice III
Saska,Szczecińska
Szwedzka,Kapelanka
Rączna Kościół,Rączna I
Podkamycze,Mydlniki Granica Miasta
Soboniowice Granica Miasta,Pod Lipą
Dworcowa,Cmentarz Podgórski
Politechnika,Dworzec Główny Zachód
Czerwiakowskiego,Rżąka 
Opatkowice,Opatkowice CPN
Struga,Plac Centralny
Orzeszkowej,Stradom
Wrząsowice I,Zbydniowice
Ruczaj,Rostworowskiego
Pachońskiego,Prądnik Biały
Brzyczyna,Skawina Wyspiańskiego
Bratysławska,Szpital Narutowicza
Brzezinka Zarzecze,Kobylany I
Mała Wieś,Sułków
Sułkowskiego,Kabel
Forteczna,Borkowska
Kostrze,Dąbrowa
Niepołomice Podgrabie,Niepołomice Pasternik
Bolechowice II,Bolechowice
Swoszowice Autostrada,Myślenicka
Dworcowa,Bieżanowska
Rzeszotary Trafo,Rzeszotary Szkoła
Krasieniec Zakupny,Iwanowice
Wola Duchacka,Beskidzka
Os.Na Stoku Szkoła,Architektów
Zabierzów I,Zabierzów Piaski
Filharmonia,Plac Wszystkich Świętych
Będkowice Mosurowa,Będkowice Kawiory
Pleszowska,Białoprądnicka
Balice II,Kryspinów Zalew
Bibice,Michałowice Komora
Budzyń I,Cholerzyn
Tyniecka Autostrada,Kolna
Rondo Grzegórzeckie,Francesco Nullo
Liszki Krzyżówka,Wyźrał I
Plac Centralny,Os.Kolorowe
Agatowa,Złocień
Łutnia,Brzegi I
Cichy Kącik,Reymana
Węgrzce Sudół I,Węgrzce Sudół
Radziszów Stare Sanatorium,Radziszów Leśniczówka
Politechnika,Dworzec Główny Tunel
Niepołomice Wodna,Niepołomice Diesla
Modlnica I Kolonia,Skrzyżowanie do Podchruścia
Rybna,Rybna I
Krzęcin Kapliczka,Krzęcin Częsna
Lema,Nowohucka
Brzezie Działki,Modlniczka Trzcie
Białucha,Cystersów
Mydlniki Stawy,Mydlniki
Mogilany Wiadukt,Mogilany Ośrodek Zdrowia
Rynek Fałęcki,Solvay
Rzozów Baseny,Skawina Koncentraty
Skawina Korabnicka Szkoła,Skawina Cmentarz
Swoszowice Sklep,Zdrojowa
Makuszyńskiego,Wańkowicza
Przeginia Narodowa,Przeginia Narodowa II
Aleja Waszyngtona,Malczewskiego
Kamieńskiego,Bonarka
Fabryczna,Ofiar Dąbia
Bieżanów Szkoła,Barbary
Kokotów I,Kokotów II
Skośna,Kobierzyn
Dworzec Główny,Dworzec Główny Zachód
Garlica Duchowna,Garlica Murowana
Kaszów II,Kaszów
Babińskiego,Skotniki
Świątniki Cmentarz,Konary Buk
Nowosądecka,Piaski Nowe
Zelków,Zelków I
Radziszów Centrum,Radziszów Zadworze
Os.Zgody,Plac Centralny
Branice I,Branice
Piaski Wielkie,Łużycka
Rybitwy Dom Kultury,Rybitwy Rozjazd
Blokowa,Agencja Kraków Wschód
Plac Centralny,Struga
Michałówka,Gościniec
Krzyszkowice Kasztanowa I,Krzyszkowice Kasztanowa II
Trojadyn,Trojadyn Skrzyżowanie
Piekary III,Rączna Kapliczka
Dworzec Główny,Poczta Główna
Bronowice Wiadukt,Bronowice Małe
Kulerzów,Buków Szkoła
Opolska Estakada,Lublańska
Karowa I,Karowa
Cystersów,Białucha
Prądnik Biały Zachód,Wyki
Sielanka,Stara Wola
Trojanowice,Januszowice
Kleeberga,Kruszwicka
Nowy Bieżanów,Mała Góra
Rząska Autostrada,Modlniczka Mała
Rusocice II,Rusocice Jałowce
Goszyce Remiza,Skrzeszowice
Bębło Łabajowa,Bębło Stara Wieś
Kombinat,Młyn
Lipska,Saska
Pisary Kiosk,Pisary Mleczarnia
Krakowska Akademia,Rondo Grzegórzeckie
Lubostroń,Skośna
Łęczycka,Rondo Piastowskie
Cholerzyn Granica,Cholerzyn Skrzyżowanie
Modlnica II,Szyce II
Lubocza PKP,Elektromontaż
Droga do Garliczki,Garlica Duchowna
Kobierzyn,Skośna
Krasnowolskiego,Krzesławice
Sołtysowska Osiedle,Sołtysowska Zakłady
Chobot,Chobot Leśniczówka
Borkowska,Zawiła
Prądnik Czerwony,Powstańców Garaże
Lema,Kraków Plaza
Kupały,Os. Mistrzejowice Nowe
Zbydniowice,Ukraina
Makowa,Malborska
Grębynice I,Korzkiew II
Komuny Paryskiej,Skośna
Jeziorzany I,Rączna II
Wola Radziszowska Mała Ostra Góra,Wola Radziszowska Łęg
Droga do Kaszowa,Dziady
Cmentarz Rakowicki Zachód,Biskupa Prandoty
Wieliczka Kościół,Wieliczka CPN
Dworcowa,Kabel
Chrosna Sklep,Chrosna Kapliczka
Wyciąska,Wyciąże Sklep
Szczyglice,Skała Kmity
Skawina Rynek,Skawina Popiełuszki
Park Jordana,Oleandry
Powstańców Wielkopolskich,Dworcowa
Rondo Matecznego,Rzemieślnicza
Klasztor Cystersów,Stare Wiślisko
Borek Szlachecki II,Borek Szlachecki I
Książniczki Boisko,Kończyce
Nielepice Stadnina,Nielepice
Wolica Sklep,Bartnicza
Prokocim  Rynek,Prosta
Zajezdnia Płaszów,Obrońców Modlina
Bieżanów Cmentarz,Wielicka
Warchałowskiego,Wrony
Bieżanowska,Kamieńskiego
Koksochemia,Brama nr 5
Bosutów,Bosutów Straż
Bochenka,Nowosądecka
Rusocice Wieś,Rusocice Załęg
Czułów I,Mników Sklep
Skośna,Komuny Paryskiej
Beskidzka,Kurdwanów
Kraków Airport T1,Balice III
Wrząsowice,Zbydniowice
Niepołomice Wielicka,Staniątki Wiadukt
Pruszyńskiego,Weigla
Niepołomice Płaszowska I,Niepołomice Wodna
Myślenicka,Góra Borkowska
Zabierzów PKP,Zielona
Budzyń,Budzyń I
Teatr Bagatela,Filharmonia
Wyciąże Zachód,Wyciąże
Zabłocie Kościelnickie,Resztówka
Leroy Merlin,Modlniczka Mała
Plac Wszystkich Świętych,Poczta Główna
Wola Luborzycka,Wola Luborzycka Las
Trojadyn Trafo,Trojadyn
Niedźwiedź Felix,Niedźwiedź PKP
Węgrzce Wielkie III,Węgrzce Wielkie
Ciekowiec,Żwirownia
Os.Na Lotnisku,Dunikowskiego
Na Krępaku,Zaskale
Spadochroniarzy,Akacjowa
Kaszów Łysa Góra,Kaszów Tyrałówka
Zajezdnia Nowa Huta,Kombinat
Wola Batorska Żwirownia,Wola Batorska Kościół
Prusy Szkoła,Prusy
Burów,Burów I
Wieczysta,Białucha
Michałowice Ujęcie Wody,Michałowice Ośrodek Zdrowia
Morawica,Morawica Krzyżówka
Bieżanowska,Dauna
Nowa Wieś Jesionka,Przeginia Duchowna Szkoła
Bieżanów Kaim,Bieżanów Potrzask
Opatkowice Zadworze,Poronińska
Bieżanów Pomnik,Sucharskiego
Os.Górali,Os.Zielone
Zarzecze,Balicka Wiadukt
Orzeszkowej,Most Grunwaldzki
Kobierzyńska,Borsucza
Borsucza,Łagiewniki
Opatkowice Wiadukt,Opatkowice
Rudawa Bloki,Brzezinka Skrzyżowanie
Szczecińska,Łanowa
Os.Wandy,Os.Na Skarpie
Droga do Rząski,Leroy Merlin
Wydział Biologii UJ,Ruczaj
Balice OSP,Leśna
Liszki II,Borki I
Siwka,Łęg
Os.Kolorowe,Rondo Czyżyńskie
Kombinat,Bulwarowa
Wieliczka,Wieliczka Cmentarz
Szafrańska,Zatyka
Marii Dąbrowskiej,Medweckiego
Wielkie Drogi Ośrodek Zdrowia,Wielkie Drogi Szkoła
Pilotów,Narzymskiego
Masłomiąca,Michałowice Koźlica
Wieliczka Niepołomska,Wieliczka Cmentarz
Sidzina,Petrażyckiego
Os.Kurdwanów,Stojałowskiego
Wróżenicka,Wróżenice Górka
Nowy Bieżanów,Ćwiklińskiej
Owczary Górna,Garliczka Chochół
Prusy,Prusy Szkoła
Szczyglice Dom Kultury,Szczyglice Autostrada 
Marszowiec,Os.Marszowiec
Mydlniki PKP,UR Balicka
Zabierzów Bocheński Centrum,Wola Batorska Zamoglice
Czernichów Stacja Paliw,Czernichów GS
Radziszów Leśniczówka,Radziszów Podlesie
Podgaje,Opatkowice
Węgrzce Wielkie,Węgrzce Wielkie III
Wrocławska,Urząd Marszałkowski
Kocmyrzowska,Nad Dłubnią
Wieliczka Kopalnia Soli,Wieliczka Rynek
Siewna,Siewna Wiadukt
Węgrzce Błonie,Węgrzce Centrum
Krasieniec Remiza,Krasieniec Stary
Nowa Wieś Szlachecka,Nowa Wieś Jesionka
Nowa Wieś Kościół,Nowa Wieś Szlachecka
Mogilany Włosań,Konary Włosań
Staniątki Wiadukt,Podłęże Centrum
Węgrzce Błonie,Węgrzce Pętla
Rakowicka,Cmentarz Rakowicki
Rondo Matecznego,Os.Podwawelskie
Jeżowa,Rybitwy Sklep
Struga,Kombinat
Niepołomice Batorego II,Niepołomice Jazy
Malborska,Makowa
Bielany Szkoła,Bielany Klasztor
Lubocza Bugaj,Lubocza PKP
Os.Kliny,Forteczna
Zabłocie,Klimeckiego
Grębynice Mogiełki,Maszyce II
Pilotów,Akacjowa
Solvay,Sanktuarium Bożego Miłosierdzia
Przybysławice II,Januszowice
Bibice I,Węgrzce
Wolica,Wolica I
Miasteczko Studenckie AGH,Uniwersytet Pedagogiczny
Przykopy,Turowicza
Wola Radziszowska Mała Ostra Góra,Wola Radziszowska Most
Nowy Kleparz,Wrocławska
Siejówka,Bartnicza
Puszkarska,Zajezdnia Wola Duchacka
Kapelanka,Zielińskiego
Rączna II,Rączna I
Wola Batorska Ruskie,Wola Batorska Żwirownia
Biskupa Prandoty,Aleja 29 Listopada
Garlica Duchowna Rozjazd,Wola Zachariaszowska
Makowskiego,Krowoderskich Zuchów
Kryspinów Sanka,Liszki I
Modlnica Skrzyżowanie,Modlnica
Limanowskiego,Korona
Bieżanowska,Kabel
Kordylewskiego,Francesco Nullo
Batowice PKP,Batowice I
Cmentarz Podgórski,Dworcowa
Skawina 29 Listopada,Skawina Starostwo Powiatowe
Libertów,Opatkowice CPN
Wola Zachariaszowska,Garlica Duchowna Rozjazd
Plac Inwalidów,AGH
Lesisko,Odmętowa
Batowice PKP,Dziekanowice Stacja Batowice
Mydlniki Granica Miasta,Podkamycze
Elektromontaż,Wańkowicza
Kapelanka,Słomiana
Będkowice,Będkowice Borynia
Maszyce Skrzyżowanie,Maszyce Remiza
Lusina Granica,Lusina I
Przylasek Wyciąski,Drożyska
Konary Buk,Konary Sęk
Jeżynowa,Brama nr 5
Kraków Business Park,Zabierzów Działki
Budzyń,Kryspinów
Dworzec Płaszów,Dworcowa
Pisary,Dubie
Droga do Branic,Wyciąże
Ratajów Skrzyżowanie,Niedźwiedź Felix
Libertów,Libertów Szkoła
Podłęże Balachówka,Zakrzów
Niepołomice Kościuszki,Niepołomice Płaszowska I
Młodziejowice Młyn,Książniczki Las
Pisary Skrzyżowanie,Młynka
Zelków I,Zelków II
Gaik,Bronowice Wielkie
Przegorzały,Na Krępaku
Bieńczycka,Rondo Czyżyńskie
Fort Mogiła,Brama nr 5
Kamieńskiego,Kamieńskiego Wiadukt
Chałupki Górne,Kąkolowa
Czernichów GS,Zagacie II
Smoleńskiego,Smoleńskiego I
Podgórki Tynieckie,Bagienna
Bieżanów Cmentarz,Bieżanów Szkoła
Przybysławice III,Przybysławice II
Makowskiego,Azory
Jagiełły,Jana Kazimierza
Bieżanów Trafo,Bieżanów Szkoła
Łobzów PKP,Wybickiego
Mistrzejowice,Bohomolca
Motyla,Płaszów Szkoła
Os.Na Lotnisku,Os.Strusia
Chałupki I,Kąkolowa
Bębło Lasek,Bębło Łabajowa
Bałuckiego,Szwedzka
Wola Radziszowska Most,Wola Radziszowska Lipki
Plac Inwalidów,Czarnowiejska
Wesele,Balicka Wiadukt
Piekary I,Piekary II
Lusina Szkoła,Lusina Łany
Zdrojowa,Swoszowice Sklep
Nowy Bieżanów,Bieżanów Cmentarz
Kuźnicy Kołłątajowskiej,Słomczyńskiego
Michałówka,Michałowice III
Kryspinów,Kryspinów Sanka
Bora-Komorowskiego,Rondo Młyńskie
Zagacie II,Czernichów GS
Kabel,Bieżanowska
Liszki II,Liszki UG
Niepołomice Jazy,Niepołomice Jazy II
Grota Roweckiego,Ruczaj I
Droga do Rząski,Pasternik
Kleszczów,Burów
Łuczyce,Łuczyce PKP
Czernichów II,Czernichów
Rzozów I,Rzozów Skotnica
Kąkolowa,Droga do Pleszowa
Dobrzyczany,Kraśnik
Górka Pychowicka,Fort Bodzów
Skawina Ajka,Skawina
Górnickiego,Pleszowska
Kochanów I,Kochanów
Rudawa PKP,Rudawa Szkoła
Borek Fałęcki,Łagiewniki
Branice Ośrodek Zdrowia,Branice
Trojadyn Szydło,Trojadyn Trafo
Czyżyny Dworzec,Marii Dąbrowskiej
Zakrzów,Ochmanów Otaczarnia
Wołowice,Wołowice Szkoła
Fort Mogiła,Bardosa
Kujawy,Dymarek
Stella-Sawickiego,Os.Dywizjonu 303
Wielkie Drogi Trzebol,Jaśkowice PKP
Białucha,Wieczysta
Os.Jagiellońskie,Arka
Dunikowskiego,Rondo Hipokratesa
Kopalina,Zielony Dół
Łagiewniki,Borek Fałęcki
Conrada,Azory
Sołtysowska Osiedle,Sikorki
Rudawa,Rudawa PKP
Czulice I,Droga do Czulic
Teatr Ludowy,Żeromskiego
Beskidzka,Wola Duchacka
Ukraina,Zbydniowice
Żelazowskiego,Barycz
Dom Spokojnej Starości,Instytut Pediatrii
Starowiślna,Hala Targowa
Balice Autostrada,Szczyglice Most
Rakowicka,Uniwersytet Ekonomiczny
Wola Bat. Ruskie,Niepołomice Jazy II
Kombinat,Fort Mogiła
Szyce I,Szyce II
Podgórki Skawińskie,Skawina Samborek Most
Mogilany Cmentarz,Mogilany Rynek
Okulickiego,Os.Oświecenia
Podłęże Straż,Podłęże Centrum
Myślenicka,Poronińska
Rżąka ,Jerzmanowskiego
Instytut Pediatrii,Prokocim Szpital
Raczkiewicza,Leśmiana
Rybna Granica,Przeginia Duchowna
Teligi,Prokocim Szpital
Michałowice Ośrodek Zdrowia,Michałowice Lecznica
Białoprądnicka,Pleszowska
Batowice Kapliczka,Dłubnia
Olszanica Kapliczka,Leśmiana
Sanka Skrzyżowanie,Czułów
Kombinat,Struga
Czułówek,Przeginia Duchowna
Za Torami,Przylasek Rusiecki
Balice Autostrada,Szczyglice
Konopnickiej,Jubilat
Wyki,Krowoderskich Zuchów
Rybitwy Rozjazd,Szparagowa
Skała Kmity,Zabierzów
Wyki,Batalionu  Skała  AK
Budzyń I,Budzyń
Wieliczka Park,Wieliczka CPN
Brzoskwinia,Brzoskwinia Kamyk
Swoszowice Osiedle,Swoszowice Autostrada
Rybitwy Rozjazd,Rybitwy Dom Kultury
Rondo Mogilskie,Dworzec Główny Tunel
Wróblowice Szkoła,Wróblowice Rozwidlenie
Grębynice II,Grębynice I
Rzozów I,Rzozów Baseny
Szczyglice Most,Balice Autostrada
Skawina Cmentarz,Skawina Rzepnik
Balice Szkoła,Balice Autostrada
Majora,Olszecka
Skawina Wyspiańskiego,Skawina Korabniki
Łuczyce PKP,Łuczyce Zjawienie
Skawina Szkoła,Skawina Rynek
Niepołomice Rynek,Niepołomice Kościuszki
Rzeszotary Polanki,Rzeszotary
Michałki,Michałowice Las Michałowski
Suchy Jar,Nadbrzezie
Albatrosów,Biskupińska
Rynek Dębnicki,Bałuckiego
Wrząsowice III,Świątniki I
Zielony Dół,Chełm
Książniczki Las,Młodziejowice Młyn
Akacjowa,Rondo Młyńskie
Maszyce II,Maszyce Remiza
Michałowice I,Michałowice
Brama nr 4,Fort Mogiła
Dworzec Główny,Teatr Bagatela
Batorego,Plac Inwalidów
Książniczki Boisko,Książniczki Centrum
Geologów,Rajsko
Wadów Glinik,Wadów Os. Kolejowe
Skrzyżowanie do Podchruścia,Modlniczka Poligon
Bratysławska,Wybickiego
Grębałów,Wzgórza Krzesławickie
Lubocza Trafo,Lubocza Szkoła
Os.Nowe,Rozjazd
Jerzmanowskiego,Prokocim Szpital
Mackiewicza,Pleszowska
Os.Willowe,Struga
Komorowskiego,Salwator
Drożyska,Podstawie
Kocmyrzów,Dojazdów Działki
Prosta,Prokocim  Rynek
Konary Buk,Świątniki Cmentarz
Kurdwanów Szkoła,Cechowa
Glinnik,Przegorzały
Słonecznikowa,Hofmana
Wyźrał I,Wyźrał Wielka Droga
Winnicka,Skotniki Szkoła
Bolechowice II,Bolechowice I
Olszecka,Aleja 29 Listopada
Uniwersytet Jagielloński,Teatr Bagatela
Bojki,Kurdwanów Szkoła
Plac Centralny,Aleja Przyjaźni
Łowińskiego,Nowolipki
Niepołomice Jazy II,Wola Batorska Ruskie
Rondo Hipokratesa,Os.Jagiellońskie
Wolica,Zakępie
Brücknera,Skotniki Szkoła
Fort Swoszowice,Landaua
Os.Dywizjonu 303,Stella-Sawickiego
Wróblowice Szkoła,Wróblowice Dom Kultury
Dziekanowice Stacja Batowice,Batowice PKP
Uniwersytet Rolniczy,Brogi
Wańkowicza,Darwina
Bociana,Siewna Wiadukt
Ruczaj I,Grota Roweckiego
Ruczaj,Wydział Biologii UJ
Os.Kościuszkowskie,Os.Na Lotnisku
Dworzec Towarowy,Nowy Kleparz
Niedźwiedź Felix,Ratajów Skrzyżowanie
Bunscha,Kampus UJ
Rondo Czyżyńskie,Bieńczycka
Tyniec,Bolesława Śmiałego
Młyn,Krzesławice
Lubocza Szkoła,Lubocza Przychodnia
Bronowice Małe,Balicka
Gwarecka,Karowa
Mazowiecka,Biprostal
Stella-Sawickiego,AWF
Zagórzyce Stare,Zagórzyce Dworskie
Plac Centralny,Os.Na Skarpie
Wysyłek,Więcławice Stare
Kąkolowa,Chałupki I
Skawina Popiełuszki,Skawina Ajka
Wybickiego,Łokietka
Rozjazd,Os.Nowe
Skrzeszowice,Goszyce Remiza
Garlica Murowana,Garlica Duchowna
Os.Marszowiec,Marszowiec
Zielińskiego,Malczewskiego
Zabierzów PKP,Zabierzów Gimnazjum
Tonie Skrzyżowanie,Tonie Kąty
Podgaje,Taklińskiego
Salwator,Malczewskiego
Łososkowice,Łososkowice Szkoła
Radziszów Stare Sanatorium,Radziszów
Tonie Kąty,Tonie Skrzyżowanie
Skawina Piłsudskiego,Skawina Elektrownia
Bieżanów Potrzask,Pruszyńskiego
Ochojno Skrzyżowanie,Ochojno Kamieniec
Darwina,Os.Na Stoku Szkoła
Wola Radziszowska Lipki,Wola Radziszowska Podgaźle
Biprostal,Urzędnicza
Branice Na Dole,Branice Szkoła
Łęczycka,Wiślicka
Wyźrał Szkoła,Wyźrał
Brzegi I,Łutnia
Luborzyca I,Kocmyrzów
Czułów I,Czułów II
Rybna Dół,Rybna
Węgrzce Centrum Medyczne,Węgrzce Magiczne Wzgórze
Prądnicka,Dworzec Towarowy
Rondo Młyńskie,Rondo Barei
Balice III,Olszanica Bory
Powstańców,Powstańców Garaże
Glogera,Glogera Granica Miasta
Szczyglice,Szczyglice Dom Kultury
Krowodrza Górka,Zdrowa
Bronowice Małe,Bronowice Wiadukt
Kuźnicy Kołłątajowskiej,Stara Cegielnia
Dąbrowa Szlachecka Krzemiennik,Dąbrowa Szlachecka
Kocmyrzów Krzyżówka,Kocmyrzów I
Radziszów Kładka,Radziszów Zacisze
Łuczanowice,Krzysztoforzyce Góra
Libertów Dolny,Lusina Granica
Lusina Pętla,Lusina Łany
Zawiła Cmentarz,Las Borkowski
Opolska Kładka,Pleszowska
Powstańców Wielkopolskich,Limanowskiego
Klasztorna,Suche Stawy
Uniwersytet Pedagogiczny,Głowackiego
Bolechowice I,Bolechowice II
Wola Radziszowska Lipki,Wola Radziszowska Most
Hallera,Słona Woda
Ważewskiego,Opatkowice
Swoszowice Pawilon,Swoszowice Osiedle
Kosocice,Szczegów
Opolska Estakada,Imbramowska
Ojcowska,Bronowice Wielkie
Skotniki Szkoła,Brücknera
Niepołomice Diesla,Niepołomice Poręby
Solvay,Borek Fałęcki
Nad Dłubnią,Zajezdnia Bieńczyce
Skawina Podlipki,Wrony
Myślenicka,Jugowicka
Mogilany Cmentarz,Kopce
Klasztorna,Bulwarowa Ogródki Działkowe
Łuczanowice,Bystronia
Warszówka,Laskowiec
Powstańców Wielkopolskich,Cmentarz Podgórski
Nowohucka,Stella-Sawickiego
Wróżenice,Rozjazd
Liszki Krzyżówka,Liszki UG
Pleszów,Zakład Przeróbki
Niepołomice Moczydło,Niepołomice Kolejowa
Wrony,Skawina Podlipki
Stella-Sawickiego,Medweckiego
Czułówek Kapliczka,Czułówek
Jasnogórska,Skrzyżowanie do Podchruścia
Aleja Róż,Struga
Wrobela,Podwierzbie
Libertów Działy,Libertów Szkoła
Czarnowiejska,AGH
Centralna,Sołtysowska
Szafrańska,EC Łęg
Olszanica Kapliczka,Olszanica
Stachiewicza,Makowskiego
Liszki UG,Liszki II
Skotniki,Brücknera
Krasieniec,Krasieniec Zakupny
Szczyglice Autostrada ,Podkamycze
Rondo Młyńskie,Pilotów
Tonie,Na Budzyniu
Kawiory,Biprostal
Bulwarowa,Os.Willowe
Więcławice Stare,Sieborowice
Wadów Działki,Wadów Glinik
Opatkowice,Ważewskiego
Wolica Most,Wolica Las
Węgrzce,Bibice
Słomczyńskiego,Natansona
Wola Luborzycka Las,Goszyce
Chrosna Sklep,Chrosna Studnia
Stradom,Plac Wolnica
Łuczyce Las,Kapkazy
Wiktorowice Centrum,Wiktorowice Skrzyżowanie
Krzyszkowice Kasztanowa I,Krzyszkowice Kościół
Os.Na Skarpie,Szpital Żeromskiego
Lubocza Bugaj,Lubocza Przychodnia
Las Borkowski,Polana Żywiecka
Wybickiego,Łobzów PKP
Kulerzów Wąwóz,Kulerzów
Rzeszotary Zalesie,Droga do Janowic
Zelczyna I,Borek Szlachecki II
Krzęcin Częsna,Krzęcin
Petrażyckiego,Skawina Korabniki
Łowińskiego,Os. Mistrzejowice Nowe
Krzyszkowice Kasztanowa II,Krzyszkowice Kasztanowa I
Aleja 29 Listopada,Biskupa Prandoty
Borsucza,Kobierzyńska
Trojanowice Pętla,Trojanowice I
Krzęcin Cmentarz,Krzęcin Kościół
Prusy Szkoła,Prusy WSR
Teatr Bagatela,Uniwersytet Jagielloński
Rondo Hipokratesa,Dunikowskiego
Wadów,Wadów Os. Kolejowe
Basztowa LOT,Nowy Kleparz
Bronowice Wielkie,Ojcowska
Książniczki Centrum,Książniczki Las
Dąbrówki I,Wrząsowice
Baczyńskiego,Wrony
Nowy Prokocim,Ćwiklińskiej
Skotniki,Babińskiego
Wlotowa,Bieżanowska
Krzeszowice Szkoła,Krzeszowice
Marszowice Góry,Wysiołek Luborzycki Radwany
Balice II,Kraków Airport T2
Grabie Kościół,Grabie Dom Kultury
Mała Góra,Barbary
Zesławice,Zesławice Ogródki Działkowe
Zielonki Transformator,Zielonki UG
Pod Lipą,Soboniowice Granica Miasta
Opatkowice Krzyżówka,Lusina I
Wawel,Św. Gertrudy
Pachońskiego,Piaszczysta
Świątniki Centrum,Świątniki Górne
Góra Borkowska,Jugowicka
Przeginia Duchowna Centrum,Przeginia Duchowna Bar
Hofmana,Przegon
Grabie Szczurów,Brzegi III
Bujaka,Wysłouchów
Zagacie I,Zagacie II
Prokocim Szpital,Bieżanowska
Gołuchowice Sklep,Gołuchowice Jurczyce
Janasówka,Bogucianka
Wrząsowice Kowaleca,Wrząsowice III
Rondo Matecznego,Kamieńskiego Wiadukt
Górna Wieś,Wola Zachariaszowska Kresy
Jubilat,Komorowskiego
Batowice I,Batowice PKP
Kurdwanów,Witosa
Rzepakowa,Igołomska
Kraków Airport T2,Kraków Airport T1
Libertów Krzyżówka,Libertów Działy
Elektromontaż,Lubocza PKP
Kraśnik,Dobrzyczany
Krzeszowice Witaminka,Nawojowa Góra II
Chełmska,Rzepichy
Radziszów Podwale,Radziszów Zacisze
Darwina,Elektromontaż
Park Decjusza,Panieńskich Skał
Zielonki Skrzyżowanie,Glogera
Powstańców,Majora
Krzęcin Kościół,Krzęcin Kapliczka
Wola Luborzycka,Wola Luborzycka Działki
Skawina Kopernika I,Skawina Cmentarz Komunalny
Wróżenice,Hektary
Miasteczko Studenckie AGH,Czarnowiejska
Winnicka,Fort Winnica
Habina,Odmętowa
Zabłocie Kościelnickie,Kościelniki
Kosocice,Niebieska Autostrada
Mydlniki Stawy,Mydlniki Granica Miasta
