Balice Grzybów,Balice Leśna
Rzeszotary,Rzeszotary Trafo
Wieliczka CPN,Krzyszkowice Os. Szymanowskiego
Pychowice,Rodzinna
Bora-Komorowskiego,Okulickiego
Grabie,Grabie Kuźnia
Słomiana,Ruczaj I
Owczary Długa,Owczary Gajowa
Skrzeszowice,Łososkowice Szkoła
Karpińskiego,Nowosądecka
Leśmiana,Raczkiewicza
Rondo Matecznego,Puszkarska
Owczary I,Brzozówka
Kujawy,Oczyszczalnia Ścieków  Kujawy 
Dymarek,Kujawy
Piasna Górka ,Świątniki Skrzyżowanie
Skawina Starostwo Powiatowe,Skawina 29 Listopada
Skawina Tyniecka,Skawina Wojska Polskiego
Ochojno Kamieniec,Dąbrówki
M1  Nowohucka,EC Łęg
Nad Dłubnią,Kocmyrzowska
Os.Zgody,DH Wanda
Rzepakowa,Świetlica
Uniwersytet Ekonomiczny,Rakowicka
Krzysztoforzyce Sklep ,Krzysztoforzyce przy Dworze
Dworcowa,Powstańców Wielkopolskich
Skawina Tyniecka,Skawina Tyniecka Osiedle
Aleksandrowice,Morawica Cmentarz
Rusocice I,Rusocice Jałowce
Wola Batorska Kościół,Wola Batorska Żwirownia
Czernichów II,Czernichów Bór
Zelczyna Szkoła,Wielkie Drogi
Radziszów Włosanka,Radziszów Podlesie
Pleszowska,Opolska Kładka
Garbarnia,Szparagowa
Bieżanów Cmentarz,Nowy Bieżanów
Biskupińska,Albatrosów
Rondo Grzegórzeckie,Kordylewskiego
Białoprądnicka,Piaszczysta
Modlniczka,Modlniczka I
Łagiewniki,Brożka
Czarnowiejska,Kawiory
Szpital Żeromskiego,Os.Na Skarpie
Pędzichów,Nowy Kleparz
Piekary,Piekary Sklep
Skawina Tyniecka Osiedle,Skawina Sąd
Dąbrowa Szlachecka,Dąbrowa Szlachecka Figurka
Rondo Kocmyrzowskie,Os.Na Lotnisku
Cło,Wolica II
Ruczaj I,Bułgarska
Kłokoczyn,Ratanice I
Strzelców,Rondo Barei
Prokocim Szpital,Prokocim
Pszona,Meissnera
Sucha,Fredry
Bacutil,Półłanki
Chełmska,Chełm
Bosutów Dziekanowice,Dziekanowice Stacja Batowice
Gaj Zadziele,Gaj Szkoła
Drożdżowa,Ślósarczyka
Aleksandry,Wielicka
Wysiołek Luborzycki Radwany,Marszowice Góry
Wrocławska,Nowy Kleparz
Libertów Szkoła,Libertów
Skawina Energetyków,Skawina Robotnicza
Węgrzce Starostwo Powiatowe,Trzecia Góra
Droga do Rząski,Rząska Jednostka Wojskowa
Rzepichy,Kosmowskiej
Wyciąże II,Podstawie
Zabierzów Piaski,Zabierzów Ośrodek Zdrowia
Pielgrzymowice I,Pielgrzymowice II
Nawojowa Góra I,Pisary Skrzyżowanie
Wołowice Niwa,Czernichów Stacja Paliw
Bieżanów Szkoła,Bieżanów Cmentarz
Smardzowice IV,Maszyce Skrzyżowanie
Witkowice Nowe,Dożynkowa
Batalionu  Skała  AK,Łokietka
Wróżenice,Os.Nowe
Piaski Wielkie,Przy Kuźni
Rączna Podlas,Rączna Kościół
Skawina Koncentraty,Rzozów Baseny
Olszanica Bory,Balice III
Podskale,Garlica Murowana
Aleja 29 Listopada,Opolska Estakada
Bobrzyńskiego,Kampus UJ
Szparagowa,Rybitwy Rozjazd
Wysiołek Luborzycki Radwany,Wysiołek Luborzycki I
Piekary II,Piekary I
Kościelniki,Resztówka
Bystronia,Łuczanowice
Piaszczysta,Glogera Granica Miasta
Przeginia Duchowna Szkoła,Przeginia Duchowna Centrum
Cholerzyn Sklep,Cholerzyn
Jordanowska,Skrajna
Mały Płaszów,Szczecińska
Rondo Mogilskie,Uniwersytet Ekonomiczny
Babińskiego,Kobierzyn
Filharmonia,Teatr Bagatela
Olszecka,Rondo Barei
AGH,Cracovia
Ratajów Skrzyżowanie,Słomniki Zagłoby
Miodowa,Św. Wawrzyńca
Wołowice Sklep,Wołowice III
Swoszowice,Fort Swoszowice
Cholerzyn,Cholerzyn Sklep
Kocmyrzowska,Wańkowicza
Wadów Szkoła,Wadów Osiedle
Radziszów Kamionna,Radziszów Centrum
Wola Radziszowska Łęg,Radziszów PKP
Rzozów Szkoła,Rzozów I
Las Borkowski,Borkowska
Trojadyn Skrzyżowanie,Giebułtów
Rondo Kocmyrzowskie,Teatr Ludowy
Wola Batorska Cmentarz,Wola Batorska Kościół
Półłanki,Bieżanów Bazy
Brzoskwinia Kamyk,Brzoskwinia
Myślenicka,Swoszowice Autostrada
Kapkazy,Łuczyce Las
Tyniecka Autostrada,Bolesława Śmiałego
Krzysztoforzyce Góra,Krzysztoforzyce przy Dworze
Karowa,Gwarecka
Krzesławice,Krasnowolskiego
Os.Strusia,Wiślicka
Niepołomice Kolejowa,Wolica Most
Łagiewniki,Sucha
Dożynkowa,Natansona
Zabierzów Bocheński Centrum,Wola Zabierzowska
Dauna,Piaski Nowe
Libertów,Gaj Szkoła
Wzgórza Krzesławickie,Cmentarz Grębałów Zachód
Struga,Bulwarowa
Wielkie Drogi PKP,Wielkie Drogi Ośrodek Zdrowia
Os.Piastów,Dunikowskiego
Kliny Zacisze,Borkowska
Balice I,Balice II
Bronowice Wielkie,Gaik
Podstawki,Opatkowice CPN
Piekary II,Piekary Sklep
Szpital Żeromskiego,Sieroszewskiego
Wola Batorska Cmentarz,Wola Batorska Borek
Bolesława Śmiałego,Tyniecka Autostrada
Halszki,Bujaka
Rzepichy,Chełmska
Morawica Krzyżówka,Morawica Cmentarz
Zabierzów Działki,Kraków Business Park
Sulechów,Dojazdów PKS
Modlniczka I,Modlniczka
Biskupa Prandoty,Opolska Estakada
Pilotów,Bora-Komorowskiego
Forteczna,Zawiszy
Wola Batorska  Cmentarz,Wola Batorska  Borek
Wola Zachariaszowska Kresy,Michałowice Las Michałowski
Młynka Pętla,Młynka I
Radziszów,Radziszów Stare Sanatorium
Urząd Marszałkowski,Wrocławska
Kopalina,Kasztanowa
Dąbrowa,Ślaskiego
Conrada,Różyckiego
Zaskale,Przegorzały
Azory,Różyckiego
Pilotów,Pszona
Kamieńskiego,Sławka
Walcownia,Agencja Kraków Wschód
Półłanki,Bacutil
Zabierzów Piaski,Zabierzów I
Branice Pagórek,Branice Na Dole
Krasieniec Remiza,Krasieniec
Rondo Czyżyńskie,Rondo Kocmyrzowskie
Tyniec Kamieniołom,Bogucianka
Opatkowice Wiadukt,Kąpielowa
Wrony,Warchałowskiego
Wyciąże,Janówka
Lipska,Gromadzka
Zajezdnia Nowa Huta,Elektromontaż
Cmentarz Grębałów Zachód,Wzgórza Krzesławickie
Michałowice III,Michałowice Lecznica
Libertów,Ważewskiego
Narzymskiego,Brodowicza
Młodziejowice Park,Młodziejowice Młyn
Rzeszotary Polanki,Rzeszotary Górne
Drużbackiej,Malinowskiego
Stojałowskiego,Halszki
Park Decjusza,Kasztanowa
Michałowice,Michałowice Ogrodowa
Burów,Kleszczów
Krzemieniecka,Barycz
Kopanka II,Kopanka
Św. Gertrudy,Wawel
Kasztanowa,Kopalina
Most Kotlarski,Krakowska Akademia
Owczary,Owczary I
Gołuchowice Jurczyce,Gołuchowice
Jubilat,Teatr Bagatela
Kaszów Tyrałówka,Kaszów Łysa Góra
Kolna,Kostrze Kapliczka
Wielkie Drogi Szkoła,Wielkie Drogi Ośrodek Zdrowia
Łososkowice Szkoła,Łososkowice
Niepołomice Pasternik,Niepołomice Podgrabie
Korzkiew II,Grębynice I
Gołuchowice Sklep,Polanka Hallera Dwór
Góra Borkowska,Judyma
Raczkiewicza,Chełm
Niepołomice Dworzec,Niepołomice Moczydło
Bora-Komorowskiego,Wiślicka
Bogucianka,Tyniec Kamieniołom
Liszki UG,Liszki Krzyżówka
Wiktorowice Granica,Pielgrzymowice
Ślósarczyka,Bieżanów Kaim
Maszyce Remiza,Maszyce II
Przy Kuźni,Piaski Wielkie
Bochenka,Łużycka
Opolska Estakada,Aleja 29 Listopada
Wiktorowice Centrum,Wiktorowice Granica
Torfowa,Zachodnia
Niedźwiedź PKP,Niedźwiedź Felix
Wola Batorska  Borek,Wola Batorska  Cmentarz
Węgrzce Wielkie II,Kokotów II
Skawina  Elektrownia,Skawina Zachodnia
Zachodnia,Torfowa
Marii Dąbrowskiej,Czyżyny Dworzec
Szparagowa,Garbarnia
Fort Mogiła,Kopiec Wandy
Kaszów II,Nowa Wieś Kapliczka
Słomniki Osiedle,Słomniki Rynek
Skawina Cmentarz,Skawina PKP
Kocmyrzów Krzyżówka,Kocmyrzów
Lubocza Bugaj,Cmentarz Grębałów
Zabierzów,Zabierzów Działki
Bieżanowska,Wlotowa
Kraków Plaza,Dąbie
Rusocice Skład,Rusocice Wieś
Sanka Skrzyżowanie,Rybna Nowy Świat
Wzgórza Krzesławickie,Grębałów
Isep,Wiklinowa
Fabryczna,Francesco Nullo
Park Jordana,Reymana
Zielonki Rozjazd,Podskale
Siewna,Dożynkowa
Zielińskiego,Os.Robotnicze
Bacutil,Garbarnia
Zesławice Ogródki Działkowe,Zesławice
Kobylany Remiza,Kobylany I
Cmentarz Rakowicki Zachód,Nowy Kleparz
Nowohucka,Lema
Prokocim Szpital,Wlotowa
Nowohucka,Centralna
Armii Krajowej,Przybyszewskiego
Rudawa Kościół,Rudawa Młyn
Bibice I,Bibice Pętla
Zastów Działki,Zastów
Rybna II,Rybna Nowy Świat
Dąbrowa Szlachecka Krzyż,Dąbrowa Szlachecka Figurka
Zdrojowa,Wilga
Skawina,Skawina Ajka
Niepołomice Jazy II,Niepołomice Jazy
Wileńska,Uniwersytet Rolniczy
Rybna Nowy Świat,Rybna II
DH Wanda,Os.Zgody
Złocień,Agatowa
Kamień Dół,Rusocice II
Klasztorna,Sieroszewskiego
Kabel,Dworcowa
Sucharskiego,Bieżanów Pomnik
Dąbie,Ofiar Dąbia
Kokotów II,Kokotów I
Balice I,Kraków Airport T2
Skawina Zachodnia,Skawina Koncentraty
Wiślicka,Os.Kalinowe
Kobierzyn,Komuny Paryskiej
Przewóz,Wrobela
Nowolipki,Łowińskiego
Libertów Dolny,Ważewskiego
Rybna II,Rybna I
Cmentarz Grębałów Zachód,Darwina
Modlniczka I,Modlniczka Poligon
Bieżanów Pomnik,Lipowskiego
Michałowice,Michałowice I
Wyki,Skrajna
Leśmiana,Olszanica Kapliczka
Wolica Kościół,Wolica Most
Skawina Sąd,Skawina Koncentraty
Węgrzce Sudół,Węgrzce Sudół I
Dymarek,Karowa I
Klimeckiego,Most Kotlarski
Malinowskiego,Geologów
Mackiewicza,Clepardia
Łuczyce Zjawienie,Łuczyce
Kraków Business Park,Zabierzów Sklep
Kryspinów Sanka,Kryspinów
Wola Batorska Mikoniowiec,Wola Batorska Borek
Opolska,Opolska Kładka
Bieżanów Cmentarz,Mała Góra
Garlica Duchowna Rozjazd,Garliczka Chochół
Góra Borkowska,Zawiła Cmentarz
Dojazdów Działki,Dojazdów PKS
Bogucianka,Janasówka
Karowa,Karowa I
Zdrowa,Lekarska
Sanktuarium Bożego Miłosierdzia,Solvay
Siewna Wiadukt,Bociana
Os.Zgody,Aleja Róż
Cmentarz Rakowicki,Narzymskiego
Podłęże Balachówka,Podłęże Straż
Słomczyńskiego,Kuźnicy Kołłątajowskiej
Kryspinów,Granica Miasta
Stoczniowców,Saska
Wielka Wieś,Biały Kościół
Skawina Ajka,Skawina Centrum Wodne
Cichy Kącik,Miasteczko Studenckie AGH
Wawel,Poczta Główna
Modlniczka Mała,Leroy Merlin
Makowskiego,Różyckiego
Olszanica Bory,Olszanica Ogródki Działkowe
Czulice I,Czulice
Kostrze Kapliczka,Wały Wiślane
Rączna II,Jeziorzany I
Skrzyżowanie do Podchruścia,Modlnica I Kolonia
Kombinat,Zajezdnia Nowa Huta
Niepołomice Kątek,Niepołomice Poręby
Elektromontaż,Darwina
Prusy,Gustawa Morcinka
Kolna,Tyniecka Autostrada
Żelazowskiego,Szczegów
Grota Roweckiego,Borsucza
Rondo Piastowskie,Dunikowskiego
Świątniki Górne,Świątniki Centrum
Wola Zachariaszowska Kresy,Górna Wieś
Elektromontaż,Os.Na Stoku Szkoła
Dajwór,Św. Wawrzyńca
Rzeszotary Panciawa,Droga do Janowic
Rondo Czyżyńskie,Centralna
Zabierzów Sklep,Zabierzów Działki
Rondo Piastowskie,Łęczycka
Zajezdnia Bieńczyce,Nad Dłubnią
Przybyszewskiego,Armii Krajowej
Piekary Górne,Piekary III
Modlnica II,Modlnica I Kolonia
Bosutów Dziekanowice,Węgrzce Sudół I
Bohomolca,Mistrzejowice
Żerkowice Skrzyżowanie,Żerkowice Kolonia
Nad Dłubnią,Makuszyńskiego
Krzyżówka,Zabłocie Kościelnickie
Drużbackiej,Soboniowice
Sołtysowska,M1  Nowohucka
Lusina Spacerowa,Lusina Szkoła
Marchołta,Os.Oświecenia
Brzeźnica,Brzeźnica Pasieka
Smolki,Korona
Łużycka,Bochenka
Prokocim UJ,Dom Spokojnej Starości
Przegon,Instytut Reumatologii
Konopnickiej,Most Grunwaldzki
Rząska,Rząska UR
Natansona,Słomczyńskiego
Zielona,Zabierzów PKP
Michałowice Koźlica,Michałowice I
Os.Na Lotnisku,Wiślicka
Czernichów,Czernichów GS
Rondo Matecznego,Smolki
Brama nr 5,Jeżynowa
Radziszów Włosanka,Radziszów Zadworze
Stella-Sawickiego,Nowohucka
Łuczyce Las,Łuczyce
Bojki,Wysłouchów
Węgrzce,Węgrzce Starostwo Powiatowe
Dworzec Główny Zachód,Teatr Bagatela
Skotniki,Baczyńskiego
Morawica Mostek,Morawica Krzyżówka
Babińskiego,Bunscha
Ratanice I,Kłokoczyn
Przylasek Wyciąski,Siejówka
Gołuchowice Jurczyce,Gołuchowice Sklep
Bieżanów Trafo,Prokocim Cmentarz
Biały Kościół,Murownia
Brzyczyna,Droga do Sidziny
Klasztorna,Os.Na Skarpie
Burów I,Grzybów
Owczary Gajowa,Owczary Długa
Chabrowa,Jordanowska
Kostrze,Bagienna
Ćwiklińskiej,Nowy Bieżanów
Skawina Popiełuszki,Skawina Korabnicka
Miechowity,Bosaków
Kawiory,Czarnowiejska
Dwór Czeczów,Lipowskiego
Węgrzynowice Dół,Barwna
Majora,Aleja 29 Listopada
Liszki I,Liszki UG
Kąkolowa,Chałupki Górne
Belwederczyków,Trzecia Góra
Złocieniowa,Sucharskiego
Gołuchowice,Gołuchowice Jurczyce
Las Borkowski,Zawiła Cmentarz
Zielińskiego,Kapelanka
Zelczyna Sklep,Zelczyna I
Kamieńskiego Wiadukt,Rondo Matecznego
Resztówka,Kościelniki
Łużycka,Piaski Wielkie
Błonia Kościelnickie,Krzyżówka
Miśnieńska,Łęczycka
Kłokoczyn,Rusocice Łęg
Kaszów,Kaszów Tyrałówka
Wiklinowa,Isep
Droga do Sidziny,Libertów Krzyżówka
Mała Wieś,Zabawa
Ruczaj I,Pychowice
Bębło Stara Wieś,Bębło Łabajowa
Zielonki Rozjazd,Trojanowice Strugi
Polanowice,Polanowice Kolonia
Dłubnia,Batowice Kapliczka
Lipka,Więckowice
Chrosna Studnia,Chrosna Sklep
Basztowa LOT,Dworzec Główny
Powstańców Garaże,Prądnik Czerwony
Miechowity,Rondo Młyńskie
Jaśkowice PKP,Wielkie Drogi Trzebol
Glogera,Zielonki Skrzyżowanie
Libertów Dolny,Opatkowice CPN
Na Krępaku,Bielańskie Skały
Ofiar Dąbia,Fabryczna
Radwanowice II,Dubie
Dąbrowa,Kostrze
Kulerzów Wąwóz,Chorowice
Niepołomice Rynek,Niepołomice Dworzec
Skawina Rzepnik,Skawina Rynek
Radziszów Kładka,Rzozów PKP
Kawiory,Miasteczko Studenckie AGH
Zabierzów Gimnazjum,Zabierzów Piekarnia
Brzezinka Zarzecze,Brzezinka
Ukraina,Wróblowice Rozwidlenie
Brzezie,Ujazd Pętla
Dobrzyczany,Lusina Górka
Korona,Limanowskiego
Brzoskwinia Sklep,Brzoskwinia Koziary
Poczta Główna,Plac Wszystkich Świętych
Grabie Polanka,Grabie Kuźnia
Różyckiego,Makowskiego
Głęboka,Karniów
Wyźrał I,Liszki Krzyżówka
Słomniki Zagłoby,Ratajów Skrzyżowanie
Kurdwanów,Bujaka
Bulwarowa Ogródki Działkowe,Os.Willowe
Rodzinna,Pychowice
Wodociągi,Bielańskie Skały
Przegon,Słonecznikowa
Warszówka,Michałowice II
Mydlniki,Mydlniki PKP
Opatkowice,Podgaje
Aleja Róż,Żeromskiego
Czułów II,Czułów
Piekary Sklep,Piekary
Marszowice,Marszowice I
Os.Robotnicze,Zielińskiego
Os.Nowe,Wróżenice
EC Łęg,Szafrańska
Wadów Szkoła,Wadów
Młynka I,Młynka Pętla
Bielany Klasztor,Bielany Szkoła
Azory,Łobzów PKP
Spadochroniarzy,Ugorek
Sułkowskiego,Malborska
Czyżyny,Stella-Sawickiego
Piekary Sklep,Piekary II
Opatkowice Zadworze,Smoleńskiego
Basztowa LOT,Pędzichów
Bratysławska,Prądnicka
Morawica Cmentarz,Brzoskwinia Koziary
Radwanowice Pętla,Radwanowice II
Igołomska,Szymańskiego
Zakępie,Wolica
Siewna Wiadukt,Górnickiego
Michałowice III,Michałówka
Skawina Rzepnik,Skawina Cmentarz
Białoprądnicka,Górnickiego
Rączna Kapliczka,Piekary III
Łokietka,Wybickiego
Św. Wawrzyńca,Miodowa
Krzęcin,Krzęcin Częsna
Krzysztoforzyce przy Dworze,Krzysztoforzyce Sklep 
Stoczniowców,Koszykarska
Skawina Podlipki,Skawina Rzepnik
Dłubnia,Raciborowice
Stara Cegielnia,Trzecia Góra
Dłubnia,Raciborowice Centrum
Olszanica,Olszanica Kapliczka
Landaua,Fort Swoszowice
Wielicka,Jerzmanowskiego
Fiszera,Radzikowskiego Osiedle
Winna Góra,Balice Szkoła
Cichy Kącik,Słonecznikowa
Modlniczka Mała,Zabierzów Działki
Wieliczka,Wieliczka Rynek
Baba Jaga,Stara Wola
Hala Targowa,Rondo Grzegórzeckie
Skawina Popiełuszki,Skawina 29 Listopada
Siewna Wiadukt,Siewna
Dom Spokojnej Starości,Prokocim UJ
Rusocice Załęg,Rusocice Łęg
Piekary I,Stopień Wodny
Cholerzyn Granica,Dziady
Skalna,Wodociągi
Wolica I,Wolica
Ks.Łaczka,Bieżanów Cmentarz
Wola Zachariaszowska,Droga do Garliczki
Ojcowska Dworek,Ojcowska Wągroda
Rybitwy Sklep,Rybitwy Dom Kultury
Narzymskiego,Rondo Mogilskie
Rusocice Łęg,Kłokoczyn
Nowosądecka,Witosa
Michałowice Kwiaty Polne,Michałowice Banasiówka
Rybna,Rybna Dół
Cholerzyn Skrzyżowanie,Cholerzyn Sklep
Starowiślna,Poczta Główna
Brogi,Bosaków
Biprostal,Mazowiecka
Rybna I,Rybna
Smoleńskiego,Opatkowice Zadworze
Uniwersytet Pedagogiczny,Biprostal
Zielona Mała,Lipka
Wrząsowice I,Wrząsowice II
Stella-Sawickiego,Czyżyny
AWF,Stella-Sawickiego
Zabłocie,Rondo Grzegórzeckie
Przybysławice I,Przybysławice III
Barbary,Bieżanów Szkoła
Mackiewicza,Zdrowa
Kryspinów Zalew,Olszanica Bory
EC Łęg,Elektrociepłownia Kraków
Zdrowa,Mackiewicza
Kryspinów,Kryspinów Zalew
Żwirownia,Ciekowiec
Os.Strusia,Os.Na Lotnisku
Lusina Dwór,Lusina Spacerowa
Rzepakowa,Rzepakowa Świetlica
Wyki,Prądnik Biały Zachód
Basztowa LOT,Teatr Bagatela
Dojazdów Działki,Kocmyrzów
Uniwersytet Ekonomiczny,Politechnika
Górna Wieś,Zakońce
Aleksandrowice Osiedle,Aleksandrowice
Os.Kliny,Kliny Zacisze
Niepołomice Dworzec,Niepołomice Rynek
Kaszów,Kaszów II
Tretówka,Sidzina
Bieżanów Drożdżownia PKP,Dwór Czeczów
Jubilat,Uniwersytet Jagielloński
Będkowice Borynia,Będkowice Kawiory
Dziady,Cholerzyn Granica
Stopień Wodny,Piekary I
Przybysławice II,Przybysławice III
Balice Leśna,Balice OSP
Laskowiec,Gościniec
Rybitwy Dom Kultury,Rybitwy Sklep
Rudawa Kościół,Rudawa Bloki
Prądnik Biały Zachód,Pachońskiego
Uniwersytet Ekonomiczny,Dworzec Główny Wschód
Rondo Grzegórzeckie,Zabłocie
Szwedzka,Rondo Grunwaldzkie
Rondo Grzegórzeckie,Hala Targowa
Rzeszotary,Rzeszotary Polanki
Konary Sęk,Konary Włosań
Podkamycze,Szczyglice Autostrada 
Raciborowice,Raciborowice I
Os.Kolorowe,Plac Centralny
Szczegów,Żelazowskiego
Niebieska Autostrada,Kosocice
Wola Radziszowska Podgaźle,Wola Radziszowska Centrum
Kostrze OSP,Fort Winnica
Wołowice Kapliczka,Wołowice
Przybyszewskiego,Zarzecze
Uniwersytet Ekonomiczny,Lubicz
Prokocim Szpital,Instytut Pediatrii
Głowackiego,Bronowice
Nowy Bieżanów Południe,Aleksandry
Prądnicka,Bratysławska
Kaszów Łysa Góra,Liszki Krzyżówka
Fort Bodzów,Górka Pychowicka
Limanowskiego,Powstańców Wielkopolskich
Powstańców Wielkopolskich,Tischnera
Politechnika,Dworzec Główny Wschód
Malczewskiego,Salwator
Os.Oświecenia,Marchołta
Skawina Elektrownia,Skawina Zachodnia
Nadbrzezie,Koksochemia
Stopień Wodny,Bielańska
Karniów,Głęboka
Skrzyżowanie do Podchruścia,Jasnogórska
Żeromskiego,Aleja Róż
Wrząsowice II,Wrząsowice I
Radwanowice I,Rudawa Kościół
Ugorek,Spadochroniarzy
Michałowice Banasiówka,Michałowice Komora
Olsza II,Lublańska
Suchy Jar,Gwarecka
Wielkie Drogi Szkoła,Wielkie Drogi Trzebol
Wola Batorska  Cmentarz,Wola Batorska  Kościół
Skotniki Szkoła,Winnicka
Kochanów,Kochanów I
Piekary Pałac,Piekary
Rzozów Skotnica,Rzozów Zagonnie
Pod Fortem,Kliny Zacisze
Kąpielowa,Judyma
Zabłocie Kościelnickie,Krzyżówka
Plac Bohaterów Getta,Korona
Dworzec Główny,Rondo Mogilskie
Trojanowice Strugi,Trojanowice
Natansona,Dożynkowa
Biprostal,Uniwersytet Pedagogiczny
Kaszów Tyrałówka,Kaszów
Brzezinka Skrzyżowanie,Brzezinka
Leśna,Balice OSP
Wadowska,Wadów
Ratanice,Ratanice I
Igołomska,Rzepakowa
Lajkonika,Tondosa
Darwina,Wiadukty
Bosutów Straż,Bosutów Dziekanowice
Poczta Główna,Św. Gertrudy
Skawina Rynek,Skawina Szkoła
Branice,Branice Szkoła
Cło,Wyciąże Wiadukt
Skawina Koncentraty,Skawina Sąd
Rynek Dębnicki,Praska
Kryspinów,Budzyń
Nowy Kleparz,Pędzichów
Smoleńskiego I,Smoleńskiego
Świątniki Skrzyżowanie,Świątniki Górne
Zakamycze,Kosmowskiej
Hektary,Ostafina
Most Grunwaldzki,Orzeszkowej
Kopanka Kapliczka,Kopanka II
Czułówek,Czułówek Kapliczka
Łokietka,Łobzów PKP
Rondo Kocmyrzowskie,Bieńczycka
Igołomska,Droga do Branic
DH Wanda,Os.Kościuszkowskie
Niebieska Autostrada,Piaski Wielkie
Włosań Krzyżówka,Włosań Kopań
Dąbie,Kraków Plaza
Fort Swoszowice,Swoszowice
Rostworowskiego,Ruczaj I
Gościniec,Laskowiec
Brożka,Borsucza
M1 Al. Pokoju,Lema
Skawina Nad Potokiem,Radziszów Kamionna
Akacjowa,Spadochroniarzy
Nawojowa Góra II,Nawojowa Góra I
Rondo Ofiar Katynia,Jasnogórska
Rondo Kocmyrzowskie,DH Wanda
Podstawie,Wyciąska
Słomniki Rynek,Słomniki Zagłoby
Gromadzka,Kuklińskiego
Kombinat,Kopiec Wandy
Bułgarska,Ruczaj I
Węgrzce Pętla,Węgrzce Błonie
Grottgera,Plac Inwalidów
Nielepice Stadnina,Brzoskwinia
Trojanowice,Trojanowice Strugi
Łobzów PKP,Stachiewicza
Brzezie Narodowe,Brzezie Działki
Tonie Skrzyżowanie,Na Budzyniu
Darwina,Cmentarz Grębałów
Rząska UR,Rząska Jednostka Wojskowa
Aleja Przyjaźni,Os.Zgody
Jeżynowa,Brama nr 4
Mogilany Cicha,Mogilany Wiadukt
Wały Wiślane,Kostrze Kapliczka
Buków Klin,Buków Szkoła
Bartnicza,Wolica Sklep
Kostrze OSP,Kostrze Szkoła
Wielicka Granica Miasta,Wieliczka CPN
Szczegów,Kosocice
Smoleńskiego,Opatkowice
Ofiar Dąbia,Dąbie
Skawina Elektrownia,Skawina Piłsudskiego
Skawina 29 Listopada,Skawina Cmentarz
Wróżenice,Wróżenice Górka
Słonecznikowa,Cichy Kącik
Centralna,Nowohucka
Fort Mogiła,Brama nr 4
Bobrzyńskiego,Wydział Biologii UJ
Marszowiec,Bibice Pętla
Wyźrał Wielka Droga,Wyźrał Szkoła
Czernichów,Czernichów II
Borek Fałęcki I,Borek Fałęcki
Plac Bohaterów Getta,Powstańców Wielkopolskich
Petöfiego,Jagiełły
Rondo Mogilskie,Lubicz
Poronińska,Opatkowice Zadworze
Wodociągi,Skalna
Ochojno Kamieniec,Ochojno Skrzyżowanie
Młodziejowice Młyn,Młodziejowice Park
Przylasek Rusiecki,Ciekowiec
Przegorzały,Glinnik
Pisary Mleczarnia,Pisary Kiosk
Oleandry,Park Jordana
Rudawa PKP,Droga do Niegoszowic
Skawina Podbory,Skawina  Piłsudskiego
AWF,Wieczysta
Bolesława Śmiałego,Tyniec
Wyciąże,Wyciąże Sklep
Droga do Kaszowa,Mników Sklep
Halszki,Myślenicka
Bronowice,Głowackiego
Wrząsowice Górka,Wrząsowice II
Janasówka,Podgórki Skawińskie
Plac Bohaterów Getta,Św. Wawrzyńca
Surzyckiego,Albatrosów
Głęboka,Sodfiny Kolonia
Trzecia Góra,Węgrzce Starostwo Powiatowe
Tondosa,Słonecznikowa
Bieżanowska,Prokocim Szpital
Słomiana,Kapelanka
Podkamycze,Szczyglice Most
Zakońce,Górna Wieś
Sikorki,Sołtysowska Osiedle
Chełm,Chełmska
Teatr Bagatela,Dworzec Główny Zachód
Batowice Kapliczka,Batowice I
Młynka I,Rudawa Młyn
Reymana,Park Jordana
Koksochemia,Droga do Kujaw
Biskupa Prandoty,Uniwersytet Rolniczy
Aleja Przyjaźni,Aleja Róż
Szwedzka,Most Grunwaldzki
Piekary Górne,Piekary Pałac
Os.Łokietka,Kaczorówka
Dworzec Główny Zachód,Politechnika
Młyn,Kombinat
Aleksandrowice Osiedle,Winna Góra
Droga do Kujaw,Koksochemia
Rondo Ofiar Katynia,Katowicka
Resztówka,Ostafina
Lubocza PKP,Lubocza Bugaj
Rzozów Baseny,Rzozów I
Most Grunwaldzki,Konopnickiej
Trojadyn Trafo,Trojadyn Szydło
Francesco Nullo,Rondo Grzegórzeckie
Bartnicza,Siejówka
Konary Sęk,Konary Buk
Krzysztoforzyce przy Dworze,Krzysztoforzyce Góra
Rząska Jednostka Wojskowa,Droga do Rząski
Branice Ośrodek Zdrowia,Chałupki Górne
Masłomiąca,Masłomiąca I
Gromadzka,Lipska
Kocmyrzów I,Sodfiny
Rusocice Wieś,Rusocice Skład
Garbarnia,Bacutil
Wola Batorska Borek,Wola Batorska Mikoniowiec
Brama nr 5,Meksyk
Pasternik,Pasternik Cmentarz
Kapkazy,Wysiołek Luborzycki
Bieżanów Cmentarz,Ks.Łaczka
Wawel,Stradom
Skawina Kopernika I,Skawina Kopernika
Most Grunwaldzki,Wawel
Truskawkowa,Chałupki
Skawina Koncentraty,Skawina Energetyków
Marszowice I,Polanowice Kolonia
Petöfiego,Nowolipki
Buków Szkoła,Buków Klin
Lubicz,Uniwersytet Ekonomiczny
Cechowa,Kurdwanów Szkoła
Mały Płaszów,Rzebika
Olsza II,Rondo Barei
Wieczysta,Ugorek
Kamieńskiego Wiadukt,Kamieńskiego
Agencja Kraków Wschód,Walcownia
